Date,JPM_Close,JPM_Volume,VIX_Close,Treasury_3M
2018-04-02,86.26878356933594,18822500,23.6200008392334,1.74
2018-04-03,87.45262908935547,14050700,21.100000381469727,1.72
2018-04-04,88.78044891357422,15302600,20.059999465942383,1.68
2018-04-05,89.94618225097656,16627000,18.940000534057617,1.69
2018-04-06,87.7031478881836,18906000,21.489999771118164,1.7
2018-04-09,88.75630950927734,15974300,21.770000457763672,1.73
2018-04-10,90.45265197753906,13951400,20.46999931335449,1.71
2018-04-11,88.93318939208984,14503300,20.239999771118164,1.7
2018-04-12,91.14403533935548,16435500,18.489999771118164,1.72
2018-04-13,88.67594146728516,39152800,17.40999984741211,1.73
2018-04-16,88.60356903076172,16580500,16.559999465942383,1.76
2018-04-17,88.60356903076172,15501400,15.25,1.77
2018-04-18,87.88805389404297,16081400,15.600000381469728,1.78
2018-04-19,89.81753540039062,17911000,15.960000038146973,1.79
2018-04-20,89.6165771484375,15584400,16.8799991607666,1.78
2018-04-23,89.18241882324219,11285800,16.34000015258789,1.84
2018-04-24,88.76435089111328,16453100,18.020000457763672,1.84
2018-04-25,88.42669677734375,13548200,17.84000015258789,1.82
2018-04-26,88.51513671875,10299500,16.239999771118164,1.79
2018-04-27,87.952392578125,9384000,15.40999984741211,1.78
2018-04-30,87.45391845703125,13744900,15.93000030517578,1.84
2018-05-01,87.45391845703125,10503400,15.489999771118164,1.82
2018-05-02,86.76250457763672,12162100,15.970000267028809,1.81
2018-05-03,86.21583557128906,15379100,15.899999618530272,1.8
2018-05-04,87.17252349853516,11967900,14.770000457763672,1.8
2018-05-07,87.9282455444336,9356700,14.75,1.83
2018-05-08,89.23064422607422,12543200,14.710000038146973,1.84
2018-05-09,91.17623901367188,11368100,13.420000076293944,1.85
2018-05-10,91.88372039794922,9159700,13.229999542236328,1.86
2018-05-11,91.53800201416016,10253000,12.649999618530272,1.88
2018-05-14,91.57015228271484,8710700,12.93000030517578,1.9
2018-05-15,90.87073516845705,11536200,14.630000114440918,1.89
2018-05-16,91.11994934082033,7571100,13.420000076293944,1.88
2018-05-17,90.814453125,8617200,13.43000030517578,1.88
2018-05-18,89.34319305419922,11806300,13.420000076293944,1.87
2018-05-21,90.16321563720705,9441900,13.079999923706056,1.9
2018-05-22,90.85462188720705,11507600,13.220000267028809,1.9
2018-05-23,90.43659210205078,11453900,12.579999923706056,1.88
2018-05-24,89.42361450195312,14084800,12.529999732971191,1.87
2018-05-25,88.9653549194336,8283500,13.220000267028809,1.86
2018-05-29,85.16266632080078,30643800,17.020000457763672,1.9
2018-05-30,87.10823059082031,17490800,14.9399995803833,1.9
2018-05-31,86.03092956542969,19808200,15.43000030517578,1.89
2018-06-01,87.14842987060547,13594200,13.460000038146973,1.88
2018-06-04,87.18859100341797,9415400,12.739999771118164,1.91
2018-06-05,86.69818878173828,10415200,12.399999618530272,1.91
2018-06-06,88.72415924072266,15453600,11.640000343322754,1.91
2018-06-07,89.07791900634766,13444400,12.130000114440918,1.9
2018-06-08,89.32711791992188,10383200,12.18000030517578,1.89
2018-06-11,89.1020278930664,12642900,12.350000381469728,1.91
2018-06-12,88.58750915527344,15294100,12.34000015258789,1.89
2018-06-13,88.41061401367188,14979700,12.9399995803833,1.9
2018-06-14,86.85094451904297,20487300,12.119999885559082,1.9
2018-06-15,86.7464370727539,26028600,11.979999542236328,1.9
2018-06-18,86.97154998779297,9786800,12.3100004196167,1.91
2018-06-19,86.46504974365234,12707200,13.350000381469728,1.91
2018-06-20,86.4570083618164,8876900,12.789999961853027,1.9
2018-06-21,86.43291473388672,11048700,14.640000343322754,1.9
2018-06-22,85.01795196533203,19478900,13.770000457763672,1.89
2018-06-25,84.24616241455078,16907600,17.329999923706055,1.9
2018-06-26,84.30244445800781,17086800,15.920000076293944,1.9
2018-06-27,83.00003051757812,16276800,17.90999984741211,1.89
2018-06-28,84.35870361328125,14491300,16.850000381469727,1.89
2018-06-29,83.77182006835938,18972400,16.09000015258789,1.89
2018-07-02,84.47928619384766,11130000,15.600000381469728,1.95
2018-07-03,83.29749298095703,8311700,16.139999389648438,1.94
2018-07-05,83.83903503417969,10723400,14.970000267028809,1.92
2018-07-06,84.11389923095703,12173700,13.369999885559082,1.93
2018-07-09,86.71668243408203,13900800,12.6899995803833,1.95
2018-07-10,86.1832046508789,14575900,12.640000343322754,1.95
2018-07-11,85.99726867675781,10186500,13.630000114440918,1.93
2018-07-12,86.36911010742188,12456800,12.579999923706056,1.94
2018-07-13,85.97306060791016,21289100,12.18000030517578,1.94
2018-07-16,89.3841552734375,24662600,12.829999923706056,1.98
2018-07-17,89.31949615478516,14821900,12.0600004196167,1.98
2018-07-18,90.15203857421876,14244900,12.100000381469728,1.96
2018-07-19,88.82640075683594,16775300,12.869999885559082,1.96
2018-07-20,89.9499740600586,13578100,12.859999656677246,1.95
2018-07-23,91.62317657470705,18140000,12.619999885559082,1.96
2018-07-24,92.26985168457033,14000400,12.40999984741211,1.98
2018-07-25,93.10242462158205,13329100,12.289999961853027,1.97
2018-07-26,92.835693359375,11897800,12.140000343322754,1.95
2018-07-27,93.78949737548828,12802700,13.029999732971191,1.96
2018-07-30,94.35533905029295,13411600,14.260000228881836,2.01
2018-07-31,92.91651153564452,15843800,12.829999923706056,1.99
2018-08-01,93.4904327392578,13531600,13.149999618530272,1.99
2018-08-02,93.88648986816406,11058100,12.1899995803833,1.98
2018-08-03,94.64631652832033,11016100,11.640000343322754,1.97
2018-08-06,94.67054748535156,9857400,11.270000457763672,2.02
2018-08-07,95.01815032958984,10562100,10.93000030517578,2.02
2018-08-08,95.21212768554688,8997100,10.850000381469728,2.02
2018-08-09,94.47657775878906,9694200,11.270000457763672,2.02
2018-08-10,93.54700469970705,12630600,13.15999984741211,2.01
2018-08-13,92.0596694946289,10336300,14.779999732971191,2.03
2018-08-14,92.67401885986328,10597600,13.3100004196167,2.04
2018-08-15,91.90609741210938,10152100,14.640000343322754,2.03
2018-08-16,92.7710189819336,10118600,13.449999809265137,2.03
2018-08-17,92.7710189819336,8505100,12.640000343322754,2.01
2018-08-20,92.64977264404295,8618700,12.489999771118164,2.03
2018-08-21,93.21556091308594,10976700,12.859999656677246,2.04
2018-08-22,92.93267822265624,8314700,12.25,2.05
2018-08-23,92.7386703491211,9265400,12.40999984741211,2.04
2018-08-24,92.69828033447266,8845700,11.989999771118164,2.05
2018-08-27,94.33914947509766,13768000,12.15999984741211,2.08
2018-08-28,93.87842559814452,8302600,12.5,2.09
2018-08-29,93.57125091552734,7221700,12.25,2.09
2018-08-30,93.11051940917967,8991800,13.529999732971191,2.07
2018-08-31,92.61742401123048,13065700,12.859999656677246,2.07
2018-09-04,93.0781707763672,10174200,13.15999984741211,2.09
2018-09-05,92.62549591064452,11462400,13.90999984741211,2.1
2018-09-06,92.22943115234376,9877600,14.649999618530272,2.09
2018-09-07,92.4072494506836,10955600,14.880000114440918,2.1
2018-09-10,91.91419982910156,8276900,14.15999984741211,2.11
2018-09-11,92.4961929321289,9333800,13.220000267028809,2.11
2018-09-12,91.40493774414062,10800800,13.140000343322754,2.12
2018-09-13,91.76062774658205,12470800,12.369999885559082,2.11
2018-09-14,91.74444580078124,10337900,12.06999969482422,2.12
2018-09-17,92.01927947998048,9561300,13.68000030517578,2.13
2018-09-18,92.39112091064452,7944200,12.789999961853027,2.13
2018-09-19,95.07473754882812,16052800,11.75,2.12
2018-09-20,95.8911361694336,15590000,11.800000190734863,2.13
2018-09-21,95.2606430053711,24788200,11.68000030517578,2.14
2018-09-24,94.3472137451172,12492500,12.199999809265137,2.18
2018-09-25,94.08051300048828,9308300,12.420000076293944,2.17
2018-09-26,92.9730987548828,14023600,12.890000343322754,2.16
2018-09-27,92.56893157958984,13283000,12.40999984741211,2.14
2018-09-28,91.21092224121094,15815100,12.119999885559082,2.15
2018-10-01,91.74444580078124,10146300,12.0,2.19
2018-10-02,92.12435913085938,13753100,12.050000190734863,2.19
2018-10-03,92.98926544189452,17142000,11.609999656677246,2.19
2018-10-04,93.82764434814452,16357400,14.220000267028809,2.18
2018-10-05,93.29857635498048,13777600,14.81999969482422,2.18
2018-10-08,93.86833190917967,14370900,15.6899995803833,2.18
2018-10-09,93.2171630859375,14069500,15.949999809265137,2.21
2018-10-10,90.7345199584961,23086400,22.959999084472656,2.23
2018-10-11,88.01582336425781,33705600,24.979999542236328,2.22
2018-10-12,87.05532836914062,32075700,21.309999465942383,2.23
2018-10-15,86.55882263183594,18903200,21.299999237060547,2.27
2018-10-16,88.41468048095703,19302800,17.6200008392334,2.26
2018-10-17,89.39959716796875,18794500,17.399999618530273,2.27
2018-10-18,87.9832534790039,17582500,20.059999465942383,2.27
2018-10-19,87.83675384521484,15234500,19.88999938964844,2.26
2018-10-22,86.57508087158203,16199100,19.63999938964844,2.3
2018-10-23,85.67155456542969,21407500,20.709999084472656,2.29
2018-10-24,84.07616424560547,23168900,25.229999542236328,2.29
2018-10-25,85.35411834716797,17464700,24.21999931335449,2.29
2018-10-26,84.18196105957031,19174900,24.15999984741211,2.28
2018-10-29,85.34598541259766,18445200,24.700000762939453,2.3
2018-10-30,86.851806640625,18019700,23.350000381469727,2.29
2018-10-31,88.74027252197266,20860000,21.229999542236328,2.29
2018-11-01,88.70771789550781,13065000,19.34000015258789,2.27
2018-11-02,88.21932220458984,19009200,19.51000022888184,2.28
2018-11-05,88.7972640991211,10276400,19.959999084472656,2.32
2018-11-06,89.21236419677734,10825000,19.90999984741211,2.31
2018-11-07,90.74266052246094,12679600,16.360000610351562,2.32
2018-11-08,91.47525024414062,11662500,16.719999313354492,2.3
2018-11-09,90.5880126953125,10432200,17.360000610351562,2.31
2018-11-12,88.68328094482422,13279700,20.450000762939453,2.31
2018-11-13,89.20423889160156,13746100,20.020000457763672,2.34
2018-11-14,87.36463928222656,18361400,21.25,2.33
2018-11-15,89.59495544433594,19100000,19.979999542236328,2.32
2018-11-16,89.52983856201172,13798600,18.13999938964844,2.31
2018-11-19,90.21359252929688,13987000,20.100000381469727,2.34
2018-11-20,88.27629852294922,18936200,22.479999542236328,2.34
2018-11-21,87.61698150634766,10619600,20.799999237060547,2.36
2018-11-23,86.81111145019531,6488400,21.520000457763672,2.36
2018-11-26,88.93563079833984,13948300,18.899999618530277,2.37
2018-11-27,89.31005859375,9238200,19.020000457763672,2.36
2018-11-28,90.30311584472656,13977300,18.489999771118164,2.35
2018-11-29,89.58683013916016,11144300,18.790000915527344,2.32
2018-11-30,90.5066146850586,18652700,18.06999969482422,2.32
2018-12-03,91.36128997802734,16034500,16.440000534057617,2.34
2018-12-04,87.28323364257812,23555900,20.739999771118164,2.38
2018-12-06,85.62271881103516,27213900,21.190000534057617,2.36
2018-12-07,84.07616424560547,19248600,23.229999542236328,2.35
2018-12-10,82.50517272949219,23636400,22.63999938964844,2.37
2018-12-11,81.69932556152344,16860700,21.76000022888184,2.37
2018-12-12,82.22840881347656,22621500,21.459999084472656,2.39
2018-12-13,82.30980682373047,17250900,20.649999618530277,2.38
2018-12-14,81.63421630859375,19879500,21.6299991607666,2.37
2018-12-17,80.5923080444336,25113500,24.520000457763672,2.36
2018-12-18,80.20974731445312,20837200,25.57999992370605,2.34
2018-12-19,79.19226837158203,28767900,25.57999992370605,2.35
2018-12-20,78.50850677490234,31825200,28.3799991607666,2.34
2018-12-21,76.65264129638672,41313900,30.11000061035156,2.34
2018-12-24,75.00023651123047,17009300,36.06999969482422,2.41
2018-12-26,78.10968017578125,22542900,30.40999984741211,2.39
2018-12-27,78.98875427246094,20304700,29.959999084472656,2.36
2018-12-28,78.81782531738281,17963300,28.34000015258789,2.35
2018-12-31,79.46088409423828,13237200,25.420000076293945,2.4
2019-01-02,80.83650970458984,15670900,23.21999931335449,2.37
2019-01-03,79.68769836425781,16286400,25.450000762939453,2.36
2019-01-04,82.62539672851562,16935200,21.3799991607666,2.37
2019-01-07,82.682861328125,15430700,21.399999618530277,2.41
2019-01-08,82.52693176269531,13578800,20.46999931335449,2.41
2019-01-09,82.3874282836914,14230300,19.979999542236328,2.4
2019-01-10,82.37921142578125,14376100,19.5,2.38
2019-01-11,81.98534393310547,15439900,18.190000534057617,2.38
2019-01-14,82.83053588867188,21258500,19.06999969482422,2.4
2019-01-15,83.43777465820312,26504900,18.600000381469727,2.4
2019-01-16,84.11067199707031,18533000,19.040000915527344,2.38
2019-01-17,84.45530700683594,14247600,18.059999465942383,2.37
2019-01-18,85.82572174072266,16428700,17.799999237060547,2.36
2019-01-22,84.47173309326172,17083700,20.799999237060547,2.38
2019-01-23,84.25838470458984,12146700,19.520000457763672,2.36
2019-01-24,84.30762481689453,11296800,18.88999938964844,2.32
2019-01-25,84.84100341796875,14369400,17.420000076293945,2.34
2019-01-28,85.24307250976562,12283100,18.8700008392334,2.37
2019-01-29,85.48104095458984,9743300,19.1299991607666,2.37
2019-01-30,85.6780014038086,12526300,17.65999984741211,2.37
2019-01-31,84.9312515258789,17520600,16.56999969482422,2.36
2019-02-01,85.24307250976562,13000800,16.139999389648438,2.35
2019-02-04,85.54671478271484,9871500,15.729999542236328,2.37
2019-02-05,85.16922760009766,12763000,15.56999969482422,2.37
2019-02-06,85.1281967163086,8745000,15.380000114440918,2.37
2019-02-07,84.01216888427734,13177500,16.3700008392334,2.37
2019-02-08,83.17520141601562,12892600,15.720000267028809,2.38
2019-02-11,82.78129577636719,10978500,15.970000267028809,2.4
2019-02-12,84.19273376464844,12852300,15.43000030517578,2.38
2019-02-13,84.5948257446289,10754100,15.649999618530272,2.39
2019-02-14,84.04502868652344,11518500,16.219999313354492,2.38
2019-02-15,86.61348724365234,14716900,14.90999984741211,2.38
2019-02-19,86.3098373413086,12764900,14.880000114440918,2.41
2019-02-20,86.72837829589844,10030300,14.020000457763672,2.4
2019-02-21,86.54781341552734,8400100,14.460000038146973,2.4
2019-02-22,86.16213989257812,10647300,13.510000228881836,2.41
2019-02-25,87.0647964477539,11230700,14.850000381469728,2.42
2019-02-26,86.40011596679688,15465400,15.170000076293944,2.4
2019-02-27,86.29344940185547,9968800,14.699999809265137,2.4
2019-02-28,85.6369857788086,15156900,14.779999732971191,2.4
2019-03-01,85.69440460205078,13813300,13.56999969482422,2.39
2019-03-04,85.49748229980469,12466300,14.630000114440918,2.41
2019-03-05,85.43181610107422,10856600,14.739999771118164,2.41
2019-03-06,85.11177825927734,9070800,15.739999771118164,2.41
2019-03-07,84.49636840820312,12705700,16.59000015258789,2.4
2019-03-08,84.52916717529297,10582400,16.049999237060547,2.41
2019-03-11,85.62875366210938,9763200,14.329999923706056,2.41
2019-03-12,85.3743667602539,10219100,13.770000457763672,2.41
2019-03-13,85.66158294677734,13022200,13.40999984741211,2.4
2019-03-14,86.441162109375,10926500,13.5,2.4
2019-03-15,87.43408203125,24811700,12.880000114440918,2.4
2019-03-18,87.95924377441406,12935500,13.100000381469728,2.39
2019-03-19,87.63921356201172,12889300,13.5600004196167,2.41
2019-03-20,85.76826477050781,14920700,13.90999984741211,2.42
2019-03-21,84.41429138183594,19751000,13.630000114440918,2.43
2019-03-22,81.86224365234375,31115200,16.479999542236328,2.41
2019-03-25,81.18113708496094,21032300,16.329999923706055,2.41
2019-03-26,81.99353790283203,15987100,14.68000030517578,2.41
2019-03-27,81.71452331542969,12753200,15.149999618530272,2.39
2019-03-28,82.64183044433594,12454100,14.43000030517578,2.38
2019-03-29,83.06851959228516,14523400,13.710000038146973,2.35
2019-04-01,85.86672973632812,17499300,13.399999618530272,2.38
2019-04-02,86.27701568603516,10295400,13.359999656677246,2.37
2019-04-03,86.4493637084961,11499200,13.739999771118164,2.39
2019-04-04,87.28450012207031,11952100,13.579999923706056,2.39
2019-04-05,87.07777404785156,9933700,12.81999969482422,2.39
2019-04-08,87.35892486572266,8056300,13.18000030517578,2.38
2019-04-09,86.71395111083984,9092200,14.279999732971191,2.37
2019-04-10,87.10259246826172,10882300,13.300000190734863,2.38
2019-04-11,87.83848571777344,11183800,13.020000457763672,2.38
2019-04-12,91.9563217163086,25834100,12.010000228881836,2.39
2019-04-15,90.90621185302734,15163800,12.31999969482422,2.38
2019-04-16,91.8653564453125,11583200,12.18000030517578,2.38
2019-04-17,94.5113525390625,17791900,12.600000381469728,2.39
2019-04-18,93.81678771972656,12501900,12.09000015258789,2.37
2019-04-22,93.93253326416016,7975900,12.420000076293944,2.39
2019-04-23,94.04830169677734,9193100,12.279999732971191,2.4
2019-04-24,93.8912124633789,9245700,13.140000343322754,2.39
2019-04-25,93.94080352783205,9311800,13.25,2.38
2019-04-26,94.65192413330078,7889300,12.729999542236328,2.37
2019-04-29,96.01626586914062,14242200,13.109999656677246,2.39
2019-04-30,95.9583740234375,11389100,13.119999885559082,2.38
2019-05-01,95.22245025634766,10412900,14.800000190734863,2.38
2019-05-02,95.42919158935548,8613300,14.420000076293944,2.41
2019-05-03,96.01626586914062,8185400,12.869999885559082,2.38
2019-05-06,95.16456604003906,9387000,15.4399995803833,2.39
2019-05-07,93.61005401611328,15017700,19.31999969482422,2.38
2019-05-08,93.11394500732422,9575800,19.399999618530277,2.38
2019-05-09,93.03952026367188,12205900,19.100000381469727,2.38
2019-05-10,93.03125762939452,13189000,16.040000915527344,2.38
2019-05-13,90.50102996826172,13783700,20.549999237060547,2.36
2019-05-14,91.22040557861328,10503600,18.059999465942383,2.36
2019-05-15,90.87312316894533,10142000,16.440000534057617,2.37
2019-05-16,92.03900146484376,9672700,15.289999961853027,2.35
2019-05-17,91.59249114990234,9570100,15.960000038146973,2.34
2019-05-20,92.07208251953124,8518200,16.309999465942383,2.34
2019-05-21,92.38628387451172,7967900,14.949999809265137,2.34
2019-05-22,91.6338348388672,7918900,14.75,2.33
2019-05-23,89.83125305175781,14558000,16.920000076293945,2.32
2019-05-24,90.7160186767578,8537300,15.850000381469728,2.3
2019-05-28,89.7320327758789,11665500,17.5,2.32
2019-05-29,89.48396301269531,9966400,17.899999618530273,2.32
2019-05-30,88.52481842041016,10367800,17.299999237060547,2.33
2019-05-31,87.6152572631836,10952800,18.709999084472656,2.3
2019-06-03,88.02867889404297,11680700,18.86000061035156,2.3
2019-06-04,90.74082946777344,12858600,16.969999313354492,2.3
2019-06-05,91.06330108642578,8340500,16.09000015258789,2.3
2019-06-06,91.26174926757812,8726700,15.93000030517578,2.28
2019-06-07,90.26124572753906,10618900,16.299999237060547,2.23
2019-06-10,91.23694610595705,11380600,15.9399995803833,2.24
2019-06-11,91.51807403564452,9847700,15.989999771118164,2.22
2019-06-12,90.35220336914062,9670500,15.90999984741211,2.19
2019-06-13,90.575439453125,8406900,15.81999969482422,2.14
2019-06-14,90.80696868896484,9077400,15.279999732971191,2.15
2019-06-17,90.31086730957033,8128600,15.350000381469728,2.18
2019-06-18,91.54288482666016,11057300,15.149999618530272,2.17
2019-06-19,90.88140869140624,13126500,14.329999923706056,2.13
2019-06-20,91.11289978027344,13638000,14.75,2.09
2019-06-21,90.49274444580078,27089500,15.399999618530272,2.07
2019-06-24,89.84779357910156,13039600,15.260000228881836,2.08
2019-06-25,89.10362243652344,18660100,16.280000686645508,2.07
2019-06-26,89.69895935058594,10324600,16.209999084472656,2.1
2019-06-27,89.99663543701172,10906600,15.81999969482422,2.09
2019-06-28,92.44416046142578,21634700,15.079999923706056,2.08
2019-07-01,93.99870300292967,12724500,14.0600004196167,2.16
2019-07-02,94.0979232788086,10174900,12.93000030517578,2.15
2019-07-03,93.94802856445312,6849400,12.56999969482422,2.16
2019-07-05,94.50594329833984,7929400,13.279999732971191,2.18
2019-07-08,93.98966217041016,6917200,13.960000038146973,2.21
2019-07-09,94.38935089111328,8947300,14.09000015258789,2.21
2019-07-10,94.11457061767578,9242300,13.029999732971191,2.15
2019-07-11,95.01393127441406,11595200,12.93000030517578,2.12
2019-07-12,96.01319122314452,10783400,12.390000343322754,2.1
2019-07-15,94.8473663330078,12946600,12.68000030517578,2.11
2019-07-16,95.86329650878906,16945000,12.859999656677246,2.1
2019-07-17,94.9223175048828,13120900,13.970000267028809,2.09
2019-07-18,95.48856353759766,9397200,13.529999732971191,2.01
2019-07-19,94.5475845336914,10402800,14.449999809265137,2.02
2019-07-22,95.15546417236328,9061100,13.529999732971191,2.04
2019-07-23,96.89586639404295,12752200,12.609999656677246,2.02
2019-07-24,97.28726959228516,10011000,12.06999969482422,2.05
2019-07-25,96.35459899902344,10138400,12.739999771118164,2.06
2019-07-26,96.77930450439452,12800400,12.15999984741211,2.08
2019-07-29,96.47119140625,8500400,12.829999923706056,2.07
2019-07-30,96.25466918945312,7121100,13.9399995803833,2.04
2019-07-31,96.59609985351562,13648000,16.1200008392334,2.04
2019-08-01,94.04795837402344,15664500,17.8700008392334,2.03
2019-08-02,94.03963470458984,11025500,17.610000610351562,2.02
2019-08-05,91.2416763305664,15855300,24.59000015258789,2.0
2019-08-06,91.95781707763672,10203500,20.170000076293945,2.01
2019-08-07,89.95930480957031,17320900,19.489999771118164,1.98
2019-08-08,91.48316192626952,10903300,16.90999984741211,1.98
2019-08-09,91.38323974609376,9980800,17.969999313354492,1.96
2019-08-12,89.66780853271484,9393700,21.09000015258789,1.96
2019-08-13,91.05015563964844,12124700,17.520000457763672,1.96
2019-08-14,87.26956176757812,19491800,22.100000381469727,1.92
2019-08-15,87.6026611328125,13365600,21.18000030517578,1.87
2019-08-16,89.70112609863281,11830600,18.46999931335449,1.83
2019-08-19,90.50888061523438,8265400,16.8799991607666,1.9
2019-08-20,89.35969543457031,8374000,17.5,1.9
2019-08-21,89.60953521728516,8189300,15.800000190734863,1.93
2019-08-22,90.53384399414062,9343400,16.68000030517578,1.96
2019-08-23,88.28548431396484,14762300,19.8700008392334,1.93
2019-08-26,88.9933090209961,8209500,19.31999969482422,1.96
2019-08-27,88.05233764648438,14331800,20.309999465942383,1.94
2019-08-28,88.93502044677734,10585500,19.350000381469727,1.95
2019-08-29,90.95023345947266,10002200,17.8799991607666,1.95
2019-08-30,91.48316192626952,10170300,18.979999542236328,1.95
2019-09-03,90.40062713623048,9868800,19.65999984741211,1.94
2019-09-04,91.49147033691406,6929200,17.329999923706055,1.93
2019-09-05,93.5732879638672,13224700,16.270000457763672,1.93
2019-09-06,93.77316284179688,7836600,15.0,1.92
2019-09-09,96.09646606445312,13985100,15.270000457763672,1.92
2019-09-10,97.32054901123048,14333100,15.199999809265137,1.91
2019-09-11,97.58704376220705,9919200,14.609999656677246,1.92
2019-09-12,98.18659210205078,12283500,14.220000267028809,1.91
2019-09-13,100.11851501464844,16257200,13.739999771118164,1.92
2019-09-16,99.22750091552734,11993900,14.670000076293944,1.95
2019-09-17,98.73619842529295,10735400,14.4399995803833,1.95
2019-09-18,99.7271499633789,10665600,13.949999809265137,1.91
2019-09-19,99.41070556640624,9382600,14.050000190734863,1.89
2019-09-20,99.01097869873048,21862800,15.31999969482422,1.87
2019-09-23,98.99433135986328,9135100,14.90999984741211,1.9
2019-09-24,97.70362854003906,11696500,17.049999237060547,1.88
2019-09-25,98.26154327392578,9389400,15.960000038146973,1.85
2019-09-26,97.45379638671876,9899200,16.06999969482422,1.79
2019-09-27,98.02837371826172,10207800,17.219999313354492,1.76
2019-09-30,98.00340270996094,9755000,16.239999771118164,1.84
2019-10-01,96.22137451171876,11250300,18.559999465942383,1.78
2019-10-02,94.30609130859376,12548700,20.559999465942383,1.75
2019-10-03,94.17179107666016,12735200,19.1200008392334,1.67
2019-10-04,96.21154022216795,9453100,17.040000915527344,1.68
2019-10-07,96.00167083740234,6771600,17.860000610351562,1.71
2019-10-08,93.86119842529295,10806300,20.280000686645508,1.68
2019-10-09,94.54115295410156,7273700,18.63999938964844,1.66
2019-10-10,95.86737823486328,10994100,17.56999969482422,1.65
2019-10-11,97.48741912841795,15076500,15.579999923706056,1.65
2019-10-14,97.74761962890624,8779000,14.56999969482422,1.65
2019-10-15,100.69393157958984,23379000,13.539999961853027,1.64
2019-10-16,100.45886993408205,11087700,13.68000030517578,1.63
2019-10-17,101.02127075195312,10818500,13.789999961853027,1.63
